Property ID,Map Location
P486,"https://www.google.com/maps/place/Eden+park+@+The+Prestige+City/@12.8783356,77.771617,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae738473e531e9:0x96c5b1378fd32367!8m2!3d12.8783356!4d77.7741919!16s%2Fg%2F11rjv6f2jt?entry=ttu&g_ep=EgoyMDI0MDkwNC4wIKXMDSoASAFQAw%3D%3D"
P485, https://maps.app.goo.gl/zTYYkzhAaGvqg1W16 
P483,https://maps.app.goo.gl/kjpGUU4SQYZrB46E7
P482,https://maps.app.goo.gl/RtN6HjwQP45dw4Jf6
P481,https://maps.app.goo.gl/avLy5emFZBruKFHb8
P480,https://maps.app.goo.gl/avLy5emFZBruKFHb8
P479,https://maps.app.goo.gl/afxX2cv1BY2gXEjb8
P478,https://maps.app.goo.gl/xHiUfycoDxXKfATb6
P477,https://maps.app.goo.gl/H4qqwXxksP5Y1Dia6
P476,https://maps.app.goo.gl/xHiUfycoDxXKfATb6
P475,https://maps.app.goo.gl/V7gUnyBUifYxULnE7
P474,https://maps.app.goo.gl/Kw1GpsDWYRGU7AhL9
P473,https://maps.app.goo.gl/Kw1GpsDWYRGU7AhL9
P471, https://maps.app.goo.gl/2FErXv6GM6wPAXG36 
P470,
P469,https://maps.app.goo.gl/ucLzbzAH2NrUAJmE9
P468,https://maps.app.goo.gl/V2ogHQbG2sk7zvMv8
P467,https://maps.app.goo.gl/dRnTwAuUkNwzvr2f9
P466,https://maps.app.goo.gl/6aZBpGkFj6ePwGxV9
P465,"https://www.google.com/maps/place/Mahaveer+Maple/@12.9561295,77.7154928,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae123e818ce1ef:0x7b3c9d2fb60726fc!8m2!3d12.9561295!4d77.7180677!16s%2Fg%2F119x3pcfq?entry=ttu&g_ep=EgoyMDI0MTAxNS4wIKXMDSoASAFQAw%3D%3D"
P464,"https://www.google.com/maps/place/SNN+Raj+Serenity,+Suraksha+nagar,+Yelenahalli,+Akshayanagar,+Bengaluru,+Karnataka+560076/@12.8519775,77.6259882,13.35z/data=!4m6!3m5!1s0x3bae6b2151f6f5ed:0x53ad8d5c872815ad!8m2!3d12.8589815!4d77.6142913!16s%2Fg%2F12hll3_tl?entry=ttu&g_ep=EgoyMDI0MTAxNS4wIKXMDSoASAFQAw%3D%3D"
P462,https://maps.app.goo.gl/cN4oZ4iDwyHTDX2eA
P461,https://maps.app.goo.gl/CbhVMrouqpzLm63a7
P460,https://maps.app.goo.gl/Ztf6nZs394j3fiqj7
P459,https://maps.app.goo.gl/HnX1wBPtq5SbzBBKA
P458,
P457,https://maps.app.goo.gl/f3nNJyvQqqAE3LYb6
P456,https://maps.app.goo.gl/eTVnnNLUd3my5Eb29
P455,https://maps.app.goo.gl/B8ErgpKQV8sd68Vu5
P454,https://maps.app.goo.gl/qiocE2ywHxSFiGKX9
P453,https://maps.app.goo.gl/HGm9iWVzsAGJhwfh8
P451,https://maps.app.goo.gl/nTDd2LYVFMysuSSm8
P450,https://maps.app.goo.gl/hHptRm7pTyDsD5226
P449,https://maps.app.goo.gl/7cPkUfCMXPovJUAQ7
P446,https://maps.app.goo.gl/Yo6EJ8B6D112nUHcA
P445,https://maps.app.goo.gl/5fyPHMJ44tQ6p3XN6
P444,"https://www.google.com/maps/place/HBR+Layout+4th+Block,+HBR+Layout,+Bengaluru,+Karnataka+560043/@13.031283,77.6268266,16z/data=!3m1!4b1!4m6!3m5!1s0x3bae173fd335969d:0x861b26195c6dfd6f!8m2!3d13.0307925!4d77.6333562!16s%2Fg%2F1td9c612?entry=ttu&g_ep=EgoyMDI0MTAwOS4wIKXMDSoASAFQAw%3D%3D"
P442,https://drive.google.com/drive/folders/10B-C5C2zcSzTSt9uu8eYnEuBwbVH_1SX?usp=sharing
P441,
P440,https://maps.app.goo.gl/J26zVWyzx6VKAFbW9
P439,https://maps.app.goo.gl/6Jxq3u9xRoH1gBjk7
P437,https://maps.app.goo.gl/7ZX34k6K9UcUXdJV6
P436,https://maps.app.goo.gl/tbYMMVLRoKgLxWsa8
P435,https://maps.app.goo.gl/iw5PzW4MGoFPFm16A
P434,"https://www.google.com/maps/place/Meenaxi+Apartment/@12.982609,77.5974173,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae16644f340001:0x13209098871befac!8m2!3d12.982609!4d77.5999922!16s%2Fg%2F11g98vmlgl?entry=ttu&g_ep=EgoyMDI0MTAwOS4wIKXMDSoASAFQAw%3D%3D"
P433,https://maps.app.goo.gl/cdccT7Aw5epGxAZX8
P432,https://maps.app.goo.gl/jV25WrDuM1mxWcLc9
P431,https://maps.app.goo.gl/oSNWq79RCBruE3N1A
P429,https://maps.app.goo.gl/ZGtVAWhgLj7JaiKX6
P428,https://maps.app.goo.gl/SjoMSgDJaJcBDufYA
P427,https://maps.app.goo.gl/catxRvEXoitH8gS76
P425, https://maps.app.goo.gl/zTYYkzhAaGvqg1W16 
P424,https://maps.app.goo.gl/NpSe4dq7x3wrf6vbA
P423,https://maps.app.goo.gl/S7Hs3tLGPVqALF9v9
P421,
P420,https://maps.app.goo.gl/M4RFCQZag5yoTyjd8
P419,https://maps.app.goo.gl/tFa2RdZCGzAidDmb6
P418,https://maps.app.goo.gl/itcFoVRJUggJdBvo9
P417,https://maps.app.goo.gl/yaiavF1Bp8NUFV3V7
P416,https://maps.app.goo.gl/3hATAqzPUgV8Br9D6
P415,https://maps.app.goo.gl/sG2jZGR8WFc4xwLZ8
P414,https://maps.app.goo.gl/se3o9k3sJgQaSqmXA
P413 ,https://maps.app.goo.gl/x1trcRBLYCuD5tXb9
P412,https://maps.app.goo.gl/zo6RgDgxBP8gT6Mc8
P411,https://maps.app.goo.gl/dTMKPric9wLAC8QQ8
P410,https://maps.app.goo.gl/m3CAa51F7HxhJbf16
P409,https://maps.app.goo.gl/aEWsSSZLxWq8bUfX8
P408,https://maps.app.goo.gl/NjMeUbEUxwR19qWc9
P407,https://maps.app.goo.gl/XeosJjV3oTQFpLZo9
P405,https://maps.app.goo.gl/aza25vBxDq1y8etP6
P404,https://maps.app.goo.gl/pbxjFegKPKLdaLRw9
P403,"https://www.google.com/maps/place/Adarsh+Savana/@13.2286816,77.6287088,11.08z/data=!4m6!3m5!1s0x3bae1f2c963390d3:0x74e32bba6f5e7182!8m2!3d13.2087381!4d77.6037553!16s%2Fg%2F11rwlncpjw?entry=ttu&g_ep=EgoyMDI0MDkwNC4wIKXMDSoASAFQAw%3D%3D"
P401,https://maps.app.goo.gl/K3JEGBxw8eJtKCuFA
P399,"https://www.google.com/maps/place/SOBHA+Brooklyn+Towers+-+Townpark/@12.7868512,77.7396456,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae71c8774a37e9:0x8a52dffee1cfe4a4!8m2!3d12.7868512!4d77.744259!16s%2Fg%2F11rhnrhn_v?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P398,"https://www.google.com/maps/place/Saiven+Windchimes,+1st+A+Main+Rd,+Muneswara+Nagar,+Sector+6,+HSR+Layout,+Bengaluru,+Karnataka+560102/@12.9096956,77.6306524,11.25z/data=!4m6!3m5!1s0x3bae14f3ce520a27:0xb6aad6c3252265ca!8m2!3d12.9155547!4d77.6258091!16s%2Fg%2F11b77jgkf4?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P396,"https://www.google.com/maps/place/Mantri+Webcity/@13.0717255,77.6475586,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19f7a45b511b:0xf915a1191fe625ae!8m2!3d13.0717255!4d77.6475586!16s%2Fg%2F11g6mhkh06?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P395,"https://www.google.com/maps/place/Rose+Garden+Apartments/@12.8893027,77.5985806,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15257b0f0859:0x244f5efe3f1008b5!8m2!3d12.8893027!4d77.5985806!16s%2Fg%2F11b6gqr7m4?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P394,"https://www.google.com/maps/place/Prestige+South+Ridge/@12.9763736,77.5156766,12z/data=!4m6!3m5!1s0x3bae3e371495a205:0xf814668f48abeff7!8m2!3d12.9291184!4d77.5430405!16s%2Fg%2F11b807lp8b?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P393,"https://www.google.com/maps/place/Adarsh+Serenity/@13.0306082,77.7629887,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0fc8976da7fd:0x766bb657ca9b222!8m2!3d13.0306082!4d77.7629887!16s%2Fg%2F1tfqd7hm?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P392,"https://www.google.com/maps/place/Mahaveer+Amaze,+Kadugodi+Road,+Chaitanya+Ananya,+Seegehalli,+Krishnarajapuram,+Karnataka/@13.0946389,77.6298344,17z/data=!4m5!3m4!1s0x3bae0e38571892d7:0x53c74c6939ab92b9!8m2!3d13.0067321!4d77.765801?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P391,"https://www.google.com/maps/place/Unishire+Esplanade,+Thirumenahalli+Village,+Yelahanka+Hobli,+Bangalore+North+Taluk,+44%2F5%2F87%2F1,+Agrahara+Badavane,+Bengaluru,+Thirumenahalli,+Karnataka+560064/@13.0946389,77.6298344,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19a2bd712035:0x3e33bf383b843b3!8m2!3d13.0946389!4d77.6298344!16s%2Fg%2F11b6b5rk9r?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P390,
P389,"https://www.google.com/maps/place/Koramangala,+Bengaluru,+Karnataka/@12.9354568,77.6321925,14z/data=!3m1!4b1!4m6!3m5!1s0x3bae144ed898fc2d:0x1681f38e8c00ae56!8m2!3d12.9352403!4d77.624532!16zL20vMDZibTR6?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P388,"https://www.google.com/maps/place/Ejipura,+Bengaluru,+Karnataka/@12.9451126,77.5787806,11.97z/data=!4m6!3m5!1s0x3bae14428abe4c4b:0xc267feee8e0dd14!8m2!3d12.9385333!4d77.6308174!16s%2Fg%2F11gc9gc8bt?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P387,"https://www.google.com/maps/place/SOBHA+Royal+Pavilion/@12.8996341,77.6989999,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae12dec95792ff:0xa103391baa5b8583!8m2!3d12.8996341!4d77.7036133!16s%2Fg%2F11p6djl1xv?entry=ttu&g_ep=EgoyMDI0MTAwMS4wIKXMDSoASAFQAw%3D%3D"
P386,"https://www.google.com/maps/place/Dasta+Concerto/@12.8697196,77.7642684,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae72b895046d93:0x737df49c80f7ddcb!8m2!3d12.8697196!4d77.7668433!16s%2Fg%2F11b5wm_2kq?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P385,"https://www.google.com/maps/place/RT+Nagar,+Bengaluru,+Karnataka+560032/@13.0208975,77.5874958,15z/data=!3m1!4b1!4m6!3m5!1s0x3bae17bac2a140d9:0x1fe7e4cfffb7e346!8m2!3d13.0247291!4d77.5947532!16s%2Fm%2F0269hss?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P382,"https://www.google.com/maps/place/Shriram+WYTField/@13.0707707,77.7438259,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae05535519b8e1:0x122145e61d24a11e!8m2!3d13.0707707!4d77.7464008!16s%2Fg%2F11tcw1v6vg?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P381,"https://www.google.com/maps/place/SOBHA+Brooklyn+Towers+-+Townpark/@12.7868512,77.7396456,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae71c8774a37e9:0x8a52dffee1cfe4a4!8m2!3d12.7868512!4d77.744259!16s%2Fg%2F11rhnrhn_v?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P380,"https://www.google.com/maps/place/Godrej+Ananda,+Bangalore/@13.1571168,77.6707567,14z/data=!4m6!3m5!1s0x3bae1b413aeea35b:0x20035784b271ee37!8m2!3d13.1475287!4d77.6776159!16s%2Fg%2F11r5rsq10l?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P379,"https://www.google.com/maps/place/Godrej+Ananda,+Bangalore/@13.1475287,77.675041,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1b413aeea35b:0x20035784b271ee37!8m2!3d13.1475287!4d77.6776159!16s%2Fg%2F11r5rsq10l?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P378,"https://www.google.com/maps/place/SOBHA+Brooklyn+Towers+-+Townpark/@12.7868512,77.7396456,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae71c8774a37e9:0x8a52dffee1cfe4a4!8m2!3d12.7868512!4d77.744259!16s%2Fg%2F11rhnrhn_v?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P377,"https://www.google.com/maps/place/SOBHA+Brooklyn+Towers+-+Townpark/@12.7868512,77.7396456,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae71c8774a37e9:0x8a52dffee1cfe4a4!8m2!3d12.7868512!4d77.744259!16s%2Fg%2F11rhnrhn_v?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P376,"https://www.google.com/maps/place/SOBHA+Sentosa/@12.9354625,77.721847,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae134b2eeea091:0xac98aee832727ceb!8m2!3d12.9354625!4d77.7244219!16s%2Fg%2F11spwtvr7v?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P375,"https://www.google.com/maps/place/SJR+Verity/@12.9027152,77.6725082,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae131565555555:0x7d3d5a78f97a7e15!8m2!3d12.9027152!4d77.6750831!16s%2Fg%2F1tf6_cr8?entry=ttu&g_ep=EgoyMDI0MDkyMy4wIKXMDSoASAFQAw%3D%3D"
P374,"https://www.google.com/maps/place/Assetz+Sun+%26+Sanctum/@13.0215378,77.7031491,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11497ecf6bf9:0x8e1344a990a20e4e!8m2!3d13.0215378!4d77.705724!16s%2Fg%2F11fhr026qb?entry=ttu&g_ep=EgoyMDI0MDkyMi4wIKXMDSoASAFQAw%3D%3D"
P373,https://maps.app.goo.gl/wNN4s4jsvepf6sco8
P371,https://maps.app.goo.gl/VdUaXM26kWxieMuS6
P369,"https://www.google.com/maps/place/L%26T+Raintree+Boulevard/@13.0686769,77.5908363,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17cc9ce269ef:0x1f67c8d4971c1006!8m2!3d13.0686769!4d77.5908363!16s%2Fg%2F11h4mtrxcw?entry=ttu&g_ep=EgoyMDI0MDkyMi4wIKXMDSoASAFQAw%3D%3D"
P368,"https://www.google.com/maps/place/Vajram+Newtown/@13.0784567,77.6355719,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1538b1ec5f85:0x3a0249f588e7d381!8m2!3d13.0784567!4d77.6355719!16s%2Fg%2F12hslbtsh?entry=ttu&g_ep=EgoyMDI0MDkyMi4wIKXMDSoASAFQAw%3D%3D"
P366,"https://www.google.com/maps/place/Mantri+Webcity/@13.0717255,77.6449837,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19f7a45b511b:0xf915a1191fe625ae!8m2!3d13.0717255!4d77.6475586!16s%2Fg%2F11g6mhkh06?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D"
P365,"https://www.google.com/maps/place/Prestige+Pinewood/@12.9313946,77.6323515,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15164c93b3f5:0xfe0d4b69db29c0db!8m2!3d12.9313946!4d77.6349264!16s%2Fg%2F11nnqct656?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D"
P363,"https://www.google.com/maps/place/Meridian+Park+@+The+Prestige+City/@12.8756763,77.7758736,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae732d9b02dda7:0x9d1a45520527532f!8m2!3d12.8756763!4d77.7784485!16s%2Fg%2F11rd871qwz?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D"
P361,"https://www.google.com/maps/place/Nikoo+Homes+1+-+Tower+8/@13.0851852,77.6409394,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae192023c23063:0x8ea8478f1b1bf3cc!8m2!3d13.0851852!4d77.6455528!16s%2Fg%2F11g4fwkg3v?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D"
P360,"https://www.google.com/maps/place/Waterville+Apartments,+SILVERKEY+EXECUTIVE,+Varthur+Main+Rd,+Ramagondanahalli,+Whitefield,+Bengaluru,+Karnataka+560066/@12.955588,77.740442,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae120a36680d77:0x8e8ff0c741c189b0!8m2!3d12.955588!4d77.7430169!16s%2Fg%2F12hksv1w4?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D"
P359,"https://www.google.com/maps/place/SOBHA+Victoria+Park/@13.0557402,77.6576271,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1a200ef709b3:0x4aa4fae113d9d73a!8m2!3d13.0557402!4d77.660202!16s%2Fg%2F11t1jy6wvv?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D"
P357,https://www.google.com/maps?sca_esv=60dc7b8df89f0db7&sca_upv=1&output=search&q=purva+sound+of+water&source=lnms&fbs=AEQNm0DPvcmG_nCbmwtBO9j6YBzM68ZanC7g01Skprhw5JoufbCK1nGzScVrgK3HSlrjNu6plNP03ZWuAbxABvYcOgcrjEKGqHs1ZzuWjLDGGdgu0MYOQ2MaG4TSFNrgvKnsX_Ntn30kSbFnRzJWYIhFAXzjTPKIDwu8DDvD1v3HY7aQrVaQEmOst10t4o-FfkjPyEGmhW3vdB3kTb-1BPTGahS6ITOb9w&entry=mc&ved=1t:200715&ictx=111
P354,https://www.google.com/maps?sca_esv=7fdc2a56be143b5b&sca_upv=1&output=search&q=purvi+symphony&source=lnms&fbs=AEQNm0DPvcmG_nCbmwtBO9j6YBzM68ZanC7g01Skprhw5JoufbCK1nGzScVrgK3HSlrjNu6plNP03ZWuAbxABvYcOgcrjEKGqHs1ZzuWjLDGGdgu0MYOQ2MaG4TSFNrgvKnsX_Ntn30kSbFnRzJWYIhFAXzjTPKIDwu8DDvD1v3HY7aQrVaQEmOst10t4o-FfkjPyEGmhW3vdB3kTb-1BPTGahS6ITOb9w&entry=mc&ved=1t:200715&ictx=111
P353,https://www.google.com/maps?sca_esv=7fdc2a56be143b5b&sca_upv=1&output=search&q=purvi+symphony&source=lnms&fbs=AEQNm0DPvcmG_nCbmwtBO9j6YBzM68ZanC7g01Skprhw5JoufbCK1nGzScVrgK3HSlrjNu6plNP03ZWuAbxABvYcOgcrjEKGqHs1ZzuWjLDGGdgu0MYOQ2MaG4TSFNrgvKnsX_Ntn30kSbFnRzJWYIhFAXzjTPKIDwu8DDvD1v3HY7aQrVaQEmOst10t4o-FfkjPyEGmhW3vdB3kTb-1BPTGahS6ITOb9w&entry=mc&ved=1t:200715&ictx=111
P352,"https://www.google.com/maps/place/DSR+Elixir/@13.0298071,77.7425329,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1155f4126a49:0x6df99be99b0f55c0!8m2!3d13.0298071!4d77.7425329!16s%2Fg%2F11qpsh9f3y?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D"
P351,"https://www.google.com/maps/place/Golden+Blossom+Apartment,+Kadugodi+Fly+Over,+Belatur+Colony,+Brindavan+Layout,+Bengaluru,+Karnataka+560067/@13.0009742,77.7573971,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0e3cda684df5:0xec3c1512ead022dc!8m2!3d13.0009742!4d77.7573971!16s%2Fg%2F11fzf83f6_?entry=ttu&g_ep=EgoyMDI0MDkxOC4xIKXMDSoASAFQAw%3D%3D"
P348,"https://www.google.com/maps/place/SOBHA+Dream+Gardens+(Residential+Apartments+in+Thanisandra)/@13.0986671,77.638725,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19261265aa95:0xcc6de8ac0fc6561f!8m2!3d13.0986671!4d77.6412999!16s%2Fg%2F11f7760crx?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D"
P347,"https://www.google.com/maps/place/Lingarajapuram,+Bengaluru,+Karnataka/@13.0129013,77.6177052,15z/data=!3m1!4b1!4m6!3m5!1s0x3bae16de65351457:0x4b95f707ea67577!8m2!3d13.0130399!4d77.626179!16s%2Fg%2F11f10239sz?entry=ttu&g_ep=EgoyMDI0MDkxNS4wIKXMDSoASAFQAw%3D%3D"
P346,"https://www.google.com/maps/place/Vakil+Satellite+Township,+Gopasandra,+Bengaluru,+Karnataka+560099/@12.9111659,77.8050057,9.99z/data=!4m6!3m5!1s0x3bae6d6f603703d3:0x3d65efb96b11974f!8m2!3d12.853407!4d77.7334051!16s%2Fg%2F1ptwffm1l?entry=ttu&g_ep=EgoyMDI0MDkxNS4wIKXMDSoASAFQAw%3D%3D"
P345,"https://www.google.com/maps/place/Vaswani+Pinnacle/@12.9656739,77.7529893,15.07z/data=!4m6!3m5!1s0x3bae0df96316e921:0x902279ac5a00e6!8m2!3d12.9672608!4d77.7501224!16s%2Fg%2F1hhj3kvvs?entry=ttu&g_ep=EgoyMDI0MDkxNS4wIKXMDSoASAFQAw%3D%3D"
P344,"https://www.google.com/maps/place/CANDEUR+SIGNATURE/@12.9306518,77.7427943,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13ac926821c7:0x34523d63c3267ab2!8m2!3d12.9306518!4d77.7427943!16s%2Fg%2F11j2vyfdw9?entry=ttu&g_ep=EgoyMDI0MDkxNS4wIKXMDSoASAFQAw%3D%3D"
P343,"https://www.google.com/maps/place/Sanjeevini+Srushti/@12.9870023,77.8144349,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f39f40eeb19:0xc7436b66b287046c!8m2!3d12.9870023!4d77.8144349!16s%2Fg%2F11pkx7tjp7?entry=ttu&g_ep=EgoyMDI0MDkxNS4wIKXMDSoASAFQAw%3D%3D"
P342,"https://www.google.com/maps/place/Lexington+Terrace,+AMBALIPURA+RESIDENCY,+Haralur+Main+Rd,+Amblipura,+PWD+Quarters,+1st+Sector,+HSR+Layout,+Bengaluru,+Karnataka+560103/@12.9130677,77.6656305,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae136ff17d9a83:0xf7b9eb2588298f1a!8m2!3d12.9130677!4d77.6656305!16s%2Fg%2F1ptzsbmkm?entry=ttu&g_ep=EgoyMDI0MDkxNS4wIKXMDSoASAFQAw%3D%3D"
P340,"https://www.google.com/maps/place/Vidhana+Soudha+Layout,+Kaveri+Nagar,+Bengaluru,+Karnataka+560058/@13.0145255,77.520809,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3d0427e573d5:0x692a2b73abd28546!8m2!3d13.0149414!4d77.5228878!16s%2Fg%2F1thxtnm3?entry=ttu&g_ep=EgoyMDI0MDkxNS4wIKXMDSoASAFQAw%3D%3D"
P336,"https://www.google.com/maps/place/Prestige+Elm+Park/@12.9798963,77.7573134,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f00f3cea08d:0xe187c36e049374f2!8m2!3d12.9798963!4d77.7598883!16s%2Fg%2F11t53ylt6k?entry=ttu&g_ep=EgoyMDI0MDkxMS4wIKXMDSoASAFQAw%3D%3D"
P335,"https://www.google.com/maps/place/Purva+Heights+Apartment,+Munivenkatppa+Layout,+Bilekahalli,+Bengaluru,+Karnataka+560076/@12.9042586,77.6005405,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae151eb91fc2e9:0x4e01b3521f22935f!8m2!3d12.9043619!4d77.6029657!16s%2Fg%2F12hy395lq?entry=ttu&g_ep=EgoyMDI0MDkxMS4wIKXMDSoASAFQAw%3D%3D"
P333,"https://www.google.com/maps/place/1,+Nikoo+Homes+Rd,+Kanakasree+Housing+Society,+Kannuru,+Bengaluru,+Karnataka+560064/@13.0837205,77.6437943,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae198cc7442383:0x140c3dcfc7121177!8m2!3d13.0837205!4d77.6463692!16s%2Fg%2F11jrsxhhkv?entry=ttu&g_ep=EgoyMDI0MDkwOS4wIKXMDSoASAFQAw%3D%3D"
P332,"https://www.google.com/maps/place/Century+Horizon+-+Premium+Apartments+for+sale+in+Jakkur/@13.0768207,77.5898298,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1996476d922b:0xb914122fb1e0f55a!8m2!3d13.0768207!4d77.5924047!16s%2Fg%2F11j0rgkfg6?entry=ttu&g_ep=EgoyMDI0MDkwOS4wIKXMDSoASAFQAw%3D%3D"
P331,"https://www.google.com/maps/place/Embassy+Springs,+MSEC+Rd,+Navarathna+Agrahara,+Karnataka+562157/@13.2026171,77.6215625,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1e5b7f344b7b:0xa45981e90accd8ed!8m2!3d13.2026171!4d77.6241374!16s%2Fg%2F11cr_0qr84?entry=ttu&g_ep=EgoyMDI0MDkwOS4wIKXMDSoASAFQAw%3D%3D"
P330,"https://www.google.com/maps/place/SLN+Vogue/@12.9491106,77.7738,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0dd5bd369ba5:0x50ebd216879d1b5f!8m2!3d12.9491106!4d77.7738!16s%2Fg%2F11s5f0grz1?entry=ttu&g_ep=EgoyMDI0MDkwOS4wIKXMDSoASAFQAw%3D%3D"
P329,
P328,
P327,"https://www.google.com/maps/place/Purva+Zenium/@13.1460926,77.6389257,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae198832e8b5df:0xe35302a5286768d2!8m2!3d13.1460926!4d77.6389257!16s%2Fg%2F11gy9x4h_c?entry=ttu&g_ep=EgoyMDI0MDkwOS4wIKXMDSoASAFQAw%3D%3D"
P326,"https://www.google.com/maps/place/MANTRI+SERENITY/@12.8873135,77.5501634,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3ffca95389c1:0xb13800f273d5e41f!8m2!3d12.8873135!4d77.5501634!16s%2Fg%2F11tx93tym3?entry=ttu&g_ep=EgoyMDI0MDkwOS4wIKXMDSoASAFQAw%3D%3D"
P325,"https://www.google.com/maps/place/Sobha+Forest+Edge/@12.872554,77.6190855,12z/data=!4m6!3m5!1s0x3bae3ffc0a5a5d19:0x303f8c20fe3109d8!8m2!3d12.8766147!4d77.5285655!16s%2Fg%2F11f2sgfj5g?entry=ttu&g_ep=EgoyMDI0MDkwOS4wIKXMDSoASAFQAw%3D%3D"
P323,"https://www.google.com/maps/place/Purva+Tivoli+Hills/@13.258195,77.7059288,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb1e5551596e4e5:0x907c2c6ea1f71228!8m2!3d13.258195!4d77.7085037!16s%2Fg%2F11rxv19b7j?entry=ttu&g_ep=EgoyMDI0MDkwOS4wIKXMDSoASAFQAw%3D%3D"
